workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,question_order,response,result,rt,slider_start,stimulus,success,time_elapsed,timeout,trial_index,trial_type,error
551,main,,POSITIVE,,,,0.0-8.0-0.6,,7343,,8188,5000,Girls should be protected and watched over more than boys.<br><br>,,127466,,23,html-slider-response,
551,main,,POSITIVE,,,,0.0-8.0-0.7,,6668,,6832,5000,Only some types of work are appropriate for both men and women.<br><br>,,134300,,24,html-slider-response,
551,main,,NEGATIVE,,,,0.0-8.0-0.8,,7068,,7893,5000,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,142194,,25,html-slider-response,
551,main,,POSITIVE,,,,0.0-8.0-0.9,,5083,,10116,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,152312,,26,html-slider-response,
551,main,,POSITIVE,,,,0.0-8.0-0.10,,4931,,10864,5000,Mothers should make most decisions about how children are brought up.<br><br>,,163177,,27,html-slider-response,
551,main,,POSITIVE,,,,0.0-8.0-0.11,,5551,,11092,5000,Some types of work are just not appropriate for women.<br><br>,,174270,,28,html-slider-response,
551,main,,NEGATIVE,,,,0.0-8.0-0.12,,7164,,6580,5000,People should be treated the same regardless of their sex.<br><br>,,180852,,29,html-slider-response,
551,main,,,,,,0.0-9.0,,0,,5399,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,186252,,30,html-button-response,
551,main,,,,,,0.0-10.0,[0],{'Q0': 1},,4669,,,,190924,,31,survey-likert,
551,main,[],,,,,0.0-11.0,,"{'age': '31', 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'language': 'english', 'education': 'Some college', 'question1': None}",,37446,,,,228434,,32,survey,
551,main,,,,,,0.0-12.0,,0,,2132,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,230568,,33,html-button-response,
482,main,,,[],[],[],0.0-0.0,,,,,,,True,249,False,0,preload,
482,main,,,,,,0.0-1.0,,0,,9218,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 3 to 10 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,9470,,1,html-button-response,
482,main,,,,,,0.0-2.0,,0,,8999,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,18470,,2,html-button-response,
482,main,,,,,,0.0-3.0,,2,incorrect,3211,,audio/gift.wav,,22264,,3,audio-button-response,
482,main,,,,,,0.0-4.0,,0,,1991,,<p>Correct! You are ready to begin the study.</p>,,24258,,4,html-button-response,
482,main,,,,,,0.0-5.0,,0,,23974,,"<p><font size='3'>In this study, you will listen to a series of sentences. Each sentence is produced by a different speaker. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You can click along this scale after the speaker stops talking. Try to respond as quickly as you can. The study will advance automatically if you do not respond within ten seconds. <br><br>Make sure you are wearing headphones. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,48235,,5,html-button-response,
482,main,,625,,,,0.0-6.0-0.0,,2009,,9971,5000,audio/625_B2_CN7.wav,,58206,,6,audio-slider-response,
482,main,,,,,,0.0-6.0-1.0,,,,,,,,59210,,7,html-keyboard-response,
482,main,,193,,,,0.0-6.0-0.1,,3980,,9221,5000,audio/193_B1_CN7.wav,,68426,,8,audio-slider-response,
482,main,,,,,,0.0-6.0-1.1,,,,,,,,69440,,9,html-keyboard-response,
482,main,,340,,,,0.0-6.0-0.2,,2064,,6912,5000,audio/340_B1_CN7.wav,,76347,,10,audio-slider-response,
482,main,,,,,,0.0-6.0-1.2,,,,,,,,77349,,11,html-keyboard-response,
482,main,,246,,,,0.0-6.0-0.3,,0,,6379,5000,audio/246_B2_CN7.wav,,83729,,12,audio-slider-response,
482,main,,,,,,0.0-6.0-1.3,,,,,,,,84743,,13,html-keyboard-response,
482,main,,723,,,,0.0-6.0-0.4,,5620,,7960,5000,audio/723_B1_CN7.wav,,92706,,14,audio-slider-response,
482,main,,,,,,0.0-6.0-1.4,,,,,,,,93717,,15,html-keyboard-response,
482,main,,,,,,0.0-7.0,,0,,8547,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,102266,,16,html-button-response,
482,main,,NEGATIVE,,,,0.0-8.0-0.0,,5221,,10605,5000,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,112876,,17,html-slider-response,
482,main,,NEGATIVE,,,,0.0-8.0-0.1,,9921,,11374,5000,People should be treated the same regardless of their sex.<br><br>,,124254,,18,html-slider-response,
482,main,,NEGATIVE,,,,0.0-8.0-0.2,,3898,,10480,5000,People can be both aggressive and nurturing regardless of sex.<br><br>,,134736,,19,html-slider-response,
482,main,,POSITIVE,,,,0.0-8.0-0.3,,0,,7736,5000,Men are more sexual than women.<br><br>,,142475,,20,html-slider-response,
482,main,,POSITIVE,,,,0.0-8.0-0.4,,3787,,6116,5000,A father’s major responsibility is to provide financially for his children.<br><br>,,148594,,21,html-slider-response,
482,main,,POSITIVE,,,,0.0-8.0-0.5,,5000,,11508,5000,"For many important jobs, it is better to choose men instead of women.<br><br>",,160104,,22,html-slider-response,
482,main,,POSITIVE,,,,0.0-8.0-0.6,,3539,,6859,5000,Mothers should make most decisions about how children are brought up.<br><br>,,166966,,23,html-slider-response,
482,main,,NEGATIVE,,,,0.0-8.0-0.7,,10000,,9087,5000,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,176055,,24,html-slider-response,
482,main,,POSITIVE,,,,0.0-8.0-0.8,,8970,,15298,5000,Only some types of work are appropriate for both men and women.<br><br>,,191355,,25,html-slider-response,
482,main,,POSITIVE,,,,0.0-8.0-0.9,,7412,,8868,5000,Girls should be protected and watched over more than boys.<br><br>,,200225,,26,html-slider-response,
482,main,,POSITIVE,,,,0.0-8.0-0.10,,10000,,5313,5000,Some types of work are just not appropriate for women.<br><br>,,205541,,27,html-slider-response,
482,main,,NEGATIVE,,,,0.0-8.0-0.11,,9204,,5453,5000,Tasks around the house should not be assigned by sex.<br><br>,,210996,,28,html-slider-response,
482,main,,POSITIVE,,,,0.0-8.0-0.12,,424,,4790,5000,Mothers should work only if necessary.<br><br>,,215788,,29,html-slider-response,
482,main,,,,,,0.0-9.0,,0,,7015,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,222805,,30,html-button-response,
482,main,,,,,,0.0-10.0,[0],{'Q0': 0},,10135,,,,232944,,31,survey-likert,
482,main,[],,,,,0.0-11.0,,"{'age': '38', 'enjoy': 'Better than the average experiment', 'gender': 'Male', 'region': 'Southwest - AZ, NM, OK, TX', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'No.', 'language': 'English', 'education': 'Some college', 'question1': None}",,59972,,,,292986,,32,survey,
482,main,,,,,,0.0-12.0,,0,,4499,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,297486,,33,html-button-response,
523,main,,,[],[],[],0.0-0.0,,,,,,,True,81,False,0,preload,
